index,Date,tone_mean,tone_median,pos_share,neg_share,neu_share,n_sent,label_majority
31,2019-09-17,0.75595784,0.9056619,0.7916666666666666,0.0,0.20833333333333334,48,positive
32,2019-09-13,0.5744719,0.61960477,0.6060606060606061,0.0,0.3939393939393939,33,positive
33,2019-09-13,0.74790925,0.92648613,0.7708333333333334,0.0,0.22916666666666666,48,positive
34,2019-09-05,0.5699697,0.5988472,0.6923076923076923,0.0,0.3076923076923077,13,positive
35,2019-09-02,0.4580595,0.35659063,0.42857142857142855,0.0,0.5714285714285714,21,neutral
36,2019-08-27,0.5268557,0.8763304,0.625,0.1125,0.25,80,positive
37,2019-08-19,0.29678512,0.046126813,0.38461538461538464,0.07692307692307693,0.4807692307692308,52,neutral
38,2019-08-18,0.07875311,0.035844557,0.0,0.0,1.0,11,neutral
39,2019-08-16,0.44023895,0.6310228,0.55,0.11,0.34,100,positive
40,2019-08-06,0.5026175,0.81896335,0.6,0.07692307692307693,0.3153846153846154,130,positive
41,2019-07-26,0.38290748,0.31349188,0.4175824175824176,0.06593406593406594,0.5164835164835165,91,neutral
42,2019-07-23,0.41573006,0.56291854,0.5192307692307693,0.057692307692307696,0.4230769230769231,52,positive
43,2019-07-03,0.38255203,0.32237574,0.375,0.0,0.625,16,neutral
44,2019-07-03,0.35940158,0.322376,0.3333333333333333,0.0,0.6666666666666666,18,neutral
45,2019-06-21,0.20610987,0.024034018,0.23809523809523808,0.047619047619047616,0.7142857142857143,21,neutral
46,2019-06-19,0.4356452,0.7974418,0.5833333333333334,0.13333333333333333,0.26666666666666666,60,positive
47,2019-06-19,0.4783545,0.6127511,0.5288461538461539,0.04807692307692308,0.4230769230769231,104,positive
48,2019-06-18,0.50437176,0.520286,0.5128205128205128,0.0,0.48717948717948717,39,positive
49,2019-06-14,0.07738436,0.015714036,0.16216216216216217,0.10810810810810811,0.6756756756756757,37,neutral
50,2019-06-06,0.47163013,0.6214299,0.5392156862745098,0.06862745098039216,0.37254901960784315,102,positive
51,2019-05-17,0.40570584,0.46248358,0.4782608695652174,0.043478260869565216,0.42028985507246375,69,positive
52,2019-04-29,0.55253786,0.70455015,0.5833333333333334,0.018518518518518517,0.39814814814814814,108,positive
53,2019-03-29,0.3763558,0.5399107,0.5148514851485149,0.1188118811881188,0.3564356435643564,101,positive
54,2019-03-26,0.51156896,0.6182959,0.5483870967741935,0.010752688172043012,0.44086021505376344,93,positive
55,2019-03-08,0.5379028,0.7158216,0.575,0.05,0.375,40,positive
56,2019-02-28,0.21530354,0.039038826,0.24675324675324675,0.05194805194805195,0.7012987012987013,77,neutral
57,2019-02-26,0.36463442,0.17966473,0.38596491228070173,0.017543859649122806,0.5964912280701754,57,neutral
58,2019-02-18,0.26311988,0.26512593,0.0,0.0,1.0,69,neutral
59,2019-01-25,0.5408276,0.8162328,0.6511627906976745,0.06976744186046512,0.27906976744186046,86,positive
60,2019-01-24,0.54696393,0.9034349,0.6774193548387096,0.12096774193548387,0.1774193548387097,124,positive
61,2019-01-21,0.0087734135,0.006273673,0.20238095238095238,0.20238095238095238,0.5833333333333334,84,neutral
62,2019-01-03,0.3650149,0.20691136,0.4375,0.052083333333333336,0.5104166666666666,96,neutral
63,2018-12-12,0.52498347,0.67591834,0.5769230769230769,0.019230769230769232,0.40384615384615385,52,positive
64,2018-10-30,0.6199378,0.89285433,0.6956521739130435,0.043478260869565216,0.2608695652173913,46,positive
65,2018-09-17,0.3645738,0.38999543,0.4634146341463415,0.0975609756097561,0.43902439024390244,41,positive
66,2018-08-28,0.28255624,0.13579787,0.3888888888888889,0.12962962962962962,0.4444444444444444,54,neutral
67,2018-08-28,0.34811214,0.29101026,0.45161290322580644,0.0967741935483871,0.45161290322580644,31,neutral
68,2018-08-17,0.48307744,0.7151582,0.5701754385964912,0.07894736842105263,0.34210526315789475,114,positive
69,2018-08-14,0.3823848,0.39417216,0.4883720930232558,0.11627906976744186,0.37209302325581395,86,positive
70,2018-08-13,0.35055366,0.14647418,0.4090909090909091,0.045454545454545456,0.5454545454545454,44,neutral
71,2018-08-08,0.4693246,0.7434293,0.6071428571428571,0.08928571428571429,0.30357142857142855,112,positive
72,2018-08-07,0.60857475,0.85981333,0.71875,0.03125,0.25,32,positive
73,2018-08-04,0.21449192,0.19060126,0.28125,0.09375,0.625,32,neutral
74,2018-07-27,0.47558662,0.49460366,0.5084745762711864,0.01694915254237288,0.4745762711864407,59,positive
75,2018-07-27,0.6121487,0.87441695,0.6530612244897959,0.02040816326530612,0.32653061224489793,98,positive
76,2018-07-26,0.49335805,0.65443814,0.5416666666666666,0.0,0.4583333333333333,48,positive
77,2018-07-25,0.38693902,0.27708068,0.4716981132075472,0.09433962264150944,0.4339622641509434,53,positive
78,2018-07-20,0.18334043,0.053389564,0.41304347826086957,0.2391304347826087,0.32608695652173914,46,positive
79,2018-07-17,0.52741843,0.79054916,0.592,0.04,0.36,125,positive
80,2018-07-13,0.49111873,0.60858816,0.5408163265306123,0.02040816326530612,0.4387755102040816,98,positive
81,2018-07-10,0.537784,0.71381456,0.5686274509803921,0.0196078431372549,0.4117647058823529,51,positive
82,2018-07-03,0.4282927,0.42693734,0.46,0.03,0.51,100,neutral
83,2018-06-30,0.50618017,0.5654081,0.5462962962962963,0.018518518518518517,0.4351851851851852,108,positive
84,2018-05-28,0.3940327,0.27324876,0.42105263157894735,0.05263157894736842,0.5263157894736842,38,neutral
85,2018-05-21,0.5910459,0.8853171,0.6111111111111112,0.03333333333333333,0.34444444444444444,90,positive
86,2018-05-09,0.2687264,0.10129635,0.3333333333333333,0.08333333333333333,0.5833333333333334,24,neutral
87,2018-05-09,0.2990829,0.3604728,0.42857142857142855,0.16071428571428573,0.4107142857142857,56,positive
88,2018-05-04,0.36993998,0.30200163,0.4594594594594595,0.08108108108108109,0.43243243243243246,37,neutral
89,2018-05-03,0.44747832,0.61307657,0.5454545454545454,0.09090909090909091,0.36363636363636365,33,positive
90,2018-04-24,0.52648604,0.84031105,0.5984848484848485,0.045454545454545456,0.3484848484848485,132,positive
91,2018-04-23,0.67646366,0.86151916,0.7209302325581395,0.0,0.27906976744186046,43,positive
92,2018-04-18,0.4484077,0.57251096,0.5287356321839081,0.034482758620689655,0.4367816091954023,87,positive
93,2018-04-10,0.61044866,0.8421328,0.6730769230769231,0.038461538461538464,0.27884615384615385,104,positive
94,2018-03-22,0.5205398,0.75320077,0.5813953488372093,0.06201550387596899,0.35658914728682173,129,positive
95,2018-03-12,0.20851444,0.07677698,0.29464285714285715,0.08035714285714286,0.625,112,neutral
96,2018-03-06,0.48710102,0.59860384,0.5714285714285714,0.06349206349206349,0.35714285714285715,126,positive
98,2018-01-19,0.55737996,0.6983504,0.6,0.014285714285714285,0.38571428571428573,70,positive
99,2018-01-17,0.4670969,0.58562475,0.5581395348837209,0.03488372093023256,0.3953488372093023,86,positive
101,2018-01-12,0.649037,0.82225525,0.6785714285714286,0.0,0.32142857142857145,28,positive
102,2018-01-04,0.5472568,0.86502755,0.6666666666666666,0.09090909090909091,0.23232323232323232,99,positive
103,2017-12-13,0.3492176,0.19798756,0.39655172413793105,0.05172413793103448,0.5517241379310345,58,neutral
104,2017-11-28,0.37050956,0.19980246,0.36065573770491804,0.01639344262295082,0.6229508196721312,61,neutral
105,2017-11-27,0.6053528,0.930192,0.7169811320754716,0.07547169811320754,0.20754716981132076,106,positive
106,2017-11-27,0.35722253,0.45057032,0.46808510638297873,0.14893617021276595,0.3829787234042553,47,positive
107,2017-11-21,0.54903644,0.86290586,0.6440677966101694,0.06779661016949153,0.288135593220339,118,positive
108,2017-11-20,0.5660885,0.8122667,0.65625,0.041666666666666664,0.3020833333333333,96,positive
109,2017-11-17,0.5725456,0.8614624,0.6638655462184874,0.05042016806722689,0.2857142857142857,119,positive
110,2017-11-11,0.3188562,0.14326182,0.3870967741935484,0.07258064516129033,0.532258064516129,124,neutral
111,2017-11-08,0.48915204,0.7690357,0.5614035087719298,0.043859649122807015,0.3684210526315789,114,positive
112,2017-10-27,0.33058396,0.40264758,0.421875,0.109375,0.453125,64,neutral
113,2017-10-26,0.4168193,0.62753123,0.515625,0.078125,0.3984375,128,positive
114,2017-10-25,0.64369565,0.87457514,0.6862745098039216,0.0196078431372549,0.27450980392156865,102,positive
115,2017-10-24,0.49839815,0.6433899,0.5470085470085471,0.042735042735042736,0.41025641025641024,117,positive
116,2017-10-23,0.4925399,0.61952615,0.5535714285714286,0.044642857142857144,0.38392857142857145,112,positive
117,2017-10-18,0.5105397,0.70181215,0.5698924731182796,0.053763440860215055,0.3763440860215054,93,positive
118,2017-10-04,0.5912692,0.8666856,0.6571428571428571,0.0380952380952381,0.29523809523809524,105,positive
119,2017-09-21,0.6064943,0.8994851,0.635593220338983,0.01694915254237288,0.3389830508474576,118,positive
120,2017-09-20,0.46184304,0.40959415,0.44554455445544555,0.009900990099009901,0.5445544554455446,101,neutral
121,2017-09-06,0.2664003,0.2757337,0.0,0.0,1.0,49,neutral
122,2017-09-04,0.277421,0.14935687,0.32407407407407407,0.06481481481481481,0.5925925925925926,108,neutral
123,2017-08-30,0.4606604,0.8033371,0.5754716981132075,0.12264150943396226,0.2830188679245283,106,positive
124,2017-08-29,0.48731312,0.67957586,0.575,0.0625,0.3625,80,positive
125,2017-08-29,0.27108353,0.1113128,0.2765957446808511,0.031914893617021274,0.6702127659574468,94,neutral
126,2017-08-25,0.32418835,0.103160314,0.34782608695652173,0.043478260869565216,0.6086956521739131,69,neutral
127,2017-08-22,0.45879814,0.53496337,0.5247524752475248,0.04950495049504951,0.42574257425742573,101,positive
128,2017-07-28,0.28183284,0.18392739,0.336283185840708,0.07964601769911504,0.584070796460177,113,neutral
129,2017-07-26,0.32592395,0.09603788,0.3445378151260504,0.01680672268907563,0.6302521008403361,119,neutral
130,2017-07-26,0.54014474,0.79221797,0.6082474226804123,0.030927835051546393,0.36082474226804123,97,positive
131,2017-07-26,0.4672894,0.5995536,0.5217391304347826,0.03260869565217391,0.44565217391304346,92,positive
132,2017-07-14,0.41997516,0.28234217,0.44086021505376344,0.010752688172043012,0.5161290322580645,93,neutral
133,2017-07-11,0.47589526,0.38094932,0.46153846153846156,0.0,0.5384615384615384,65,neutral
134,2017-07-10,0.5388387,0.6716982,0.5254237288135594,0.0,0.4576271186440678,59,positive
135,2017-07-04,0.5689663,0.8813748,0.6888888888888889,0.08888888888888889,0.2222222222222222,45,positive
136,2017-07-03,0.56593305,0.7455946,0.5970149253731343,0.029850746268656716,0.3582089552238806,67,positive
137,2017-07-03,0.49206463,0.8131808,0.5757575757575758,0.0707070707070707,0.3434343434343434,99,positive
138,2017-06-06,0.3762814,0.22917297,0.45098039215686275,0.058823529411764705,0.49019607843137253,51,neutral
139,2017-06-06,0.33470836,0.157421,0.4112903225806452,0.06451612903225806,0.5,124,neutral
140,2017-05-26,0.2804174,0.1388461,0.32222222222222224,0.06666666666666667,0.6111111111111112,90,neutral
141,2017-05-25,0.35352793,0.21652302,0.34328358208955223,0.029850746268656716,0.6268656716417911,67,neutral
142,2017-05-24,0.40471357,0.3643054,0.4485981308411215,0.04672897196261682,0.4953271028037383,107,neutral
143,2017-03-31,0.49585572,0.72433877,0.5645161290322581,0.03225806451612903,0.3709677419354839,62,positive
144,2017-03-28,0.3495062,0.47900927,0.50625,0.1375,0.35,160,positive
145,2017-03-23,0.093205266,0.041807264,0.3225806451612903,0.25806451612903225,0.3548387096774194,62,neutral
146,2017-03-14,0.41866413,0.43686247,0.49,0.06,0.45,100,positive
147,2017-03-14,0.37822902,0.2653943,0.3448275862068966,0.0,0.6551724137931034,29,neutral
148,2017-03-11,0.3377454,0.08743368,0.4166666666666667,0.0625,0.5208333333333334,96,neutral
149,2017-03-10,0.4507235,0.62403053,0.5576923076923077,0.09615384615384616,0.3269230769230769,52,positive
150,2017-03-07,0.503905,0.64359176,0.5111111111111111,0.0,0.4888888888888889,45,positive
151,2017-01-10,0.56891084,0.94792545,0.625,0.09722222222222222,0.2638888888888889,72,positive
152,2017-01-05,0.06896769,0.025519123,0.2857142857142857,0.25,0.44642857142857145,112,neutral
153,2016-12-06,0.5338996,0.7115211,0.5434782608695652,0.0,0.45652173913043476,46,positive
154,2016-11-23,0.14675286,0.036670305,0.2647058823529412,0.16666666666666666,0.5490196078431373,102,neutral
155,2016-11-23,0.3856986,0.08590801,0.4393939393939394,0.045454545454545456,0.5151515151515151,66,neutral
156,2016-11-21,0.31434196,0.3615594,0.4583333333333333,0.11458333333333333,0.40625,96,positive
157,2016-09-30,0.4737928,0.30776164,0.475,0.0,0.525,40,neutral
158,2016-09-30,0.41706255,0.2952583,0.4883720930232558,0.046511627906976744,0.46511627906976744,43,positive
159,2016-09-29,0.29255024,0.39588767,0.4492753623188406,0.13043478260869565,0.391304347826087,69,positive
160,2016-09-22,0.2510609,0.04616669,0.36363636363636365,0.09917355371900827,0.5371900826446281,121,neutral
161,2016-09-21,-0.16514936,-0.0065500513,0.12658227848101267,0.3037974683544304,0.5443037974683544,79,neutral
162,2016-09-06,0.47991425,0.8431126,0.6375,0.1,0.25,80,positive
163,2016-08-30,0.47727624,0.8411118,0.6224489795918368,0.12244897959183673,0.24489795918367346,98,positive
164,2016-08-16,0.27327272,0.060109105,0.37209302325581395,0.08139534883720931,0.5232558139534884,86,neutral
165,2016-07-21,0.15428558,0.0055843256,0.288135593220339,0.11864406779661017,0.5932203389830508,59,neutral
166,2016-07-15,0.21345282,0.10456075,0.24324324324324326,0.08108108108108109,0.6621621621621622,74,neutral
167,2016-07-14,0.27250987,0.11443335,0.4069767441860465,0.09302325581395349,0.5,86,neutral
168,2016-07-13,0.5318533,0.66341144,0.639344262295082,0.03278688524590164,0.32786885245901637,61,positive
169,2016-07-12,0.30000356,0.116675325,0.3870967741935484,0.11290322580645161,0.5,62,neutral
170,2016-07-05,0.27329004,0.17394897,0.3225806451612903,0.08064516129032258,0.5806451612903226,62,neutral
171,2016-06-03,0.3084097,0.09747472,0.36893203883495146,0.04854368932038835,0.5825242718446602,103,neutral
172,2016-05-23,0.31302452,0.20640996,0.3373493975903614,0.04819277108433735,0.5903614457831325,83,neutral
173,2016-05-17,0.44106686,0.587681,0.5217391304347826,0.06521739130434782,0.41304347826086957,46,positive
174,2016-05-16,0.67383176,0.81918097,0.7317073170731707,0.0,0.2682926829268293,41,positive
175,2016-04-28,0.30903906,0.12552974,0.3939393939393939,0.10606060606060606,0.48484848484848486,66,neutral
176,2016-04-11,0.36979738,0.1628238,0.35185185185185186,0.0,0.6481481481481481,54,neutral
177,2016-03-18,0.23748843,0.04077603,0.34831460674157305,0.07865168539325842,0.550561797752809,89,neutral
178,2016-03-18,0.23889582,0.09060907,0.36,0.13,0.49,100,neutral
179,2016-02-23,0.25384596,0.2008093,0.384180790960452,0.1638418079096045,0.4350282485875706,177,neutral
180,2016-02-10,0.45038816,0.31770754,0.4444444444444444,0.0,0.5555555555555556,54,neutral
181,2016-01-19,0.53076893,0.79376364,0.625,0.0625,0.3125,80,positive
182,2016-01-07,0.2849292,0.18409835,0.44642857142857145,0.16071428571428573,0.38392857142857145,112,positive
183,2015-11-24,0.31099254,0.11056202,0.319672131147541,0.03278688524590164,0.639344262295082,122,neutral
184,2015-11-24,0.16964827,0.048213758,0.28378378378378377,0.14864864864864866,0.5675675675675675,74,neutral
185,2015-11-14,0.3707365,0.21782432,0.40625,0.0234375,0.5625,128,neutral
186,2015-11-03,0.5237011,0.70144486,0.5952380952380952,0.023809523809523808,0.38095238095238093,42,positive
187,2015-10-27,0.4142454,0.43067086,0.4606741573033708,0.056179775280898875,0.47191011235955055,89,neutral
188,2015-10-20,0.5419286,0.62544835,0.5546218487394958,0.008403361344537815,0.4369747899159664,119,positive
189,2015-10-02,0.26555777,0.05959758,0.34710743801652894,0.06611570247933884,0.5867768595041323,121,neutral
190,2015-09-29,0.04405487,0.016415171,0.232,0.208,0.544,125,neutral
191,2015-09-16,0.2210971,0.09055543,0.3584905660377358,0.11320754716981132,0.5283018867924528,53,neutral
192,2015-09-02,0.09676164,0.0039692745,0.1937984496124031,0.10077519379844961,0.6744186046511628,129,neutral
193,2015-08-28,0.34130248,0.14998353,0.3875,0.0375,0.5625,80,neutral
194,2015-08-07,0.4446808,0.42479104,0.48,0.04,0.48,25,neutral
195,2015-07-24,0.40131035,0.49878305,0.5172413793103449,0.06896551724137931,0.3793103448275862,29,positive
196,2015-07-21,0.26827773,0.15750492,0.35714285714285715,0.09183673469387756,0.5510204081632653,98,neutral
197,2015-07-03,0.13117723,0.03356942,0.13043478260869565,0.043478260869565216,0.8043478260869565,46,neutral
198,2015-07-02,0.37549016,0.20332731,0.42105263157894735,0.03508771929824561,0.5350877192982456,114,neutral
199,2015-07-01,0.3884855,0.3121914,0.42105263157894735,0.03508771929824561,0.543859649122807,57,neutral
200,2015-06-26,0.4982325,0.7089055,0.5922330097087378,0.04854368932038835,0.33980582524271846,103,positive
201,2015-06-17,0.265267,0.091269456,0.3465346534653465,0.0594059405940594,0.5742574257425742,101,neutral
202,2015-06-10,0.31178546,0.22821821,0.3717948717948718,0.07692307692307693,0.5512820512820513,78,neutral
203,2015-06-03,0.23458083,0.08578696,0.45263157894736844,0.22105263157894736,0.3263157894736842,95,positive
204,2015-05-22,0.5290119,0.6805346,0.5102040816326531,0.0,0.4897959183673469,49,positive
205,2015-05-20,0.45439008,0.5746707,0.5660377358490566,0.05660377358490566,0.37735849056603776,53,positive
206,2015-05-20,0.39477733,0.36873877,0.45454545454545453,0.012987012987012988,0.5194805194805194,77,neutral
207,2015-05-18,0.2726849,0.103511214,0.3023255813953488,0.046511627906976744,0.6395348837209303,86,neutral
208,2015-04-07,0.3320015,0.12705602,0.41379310344827586,0.08045977011494253,0.4827586206896552,87,neutral
209,2015-03-24,0.3894126,0.38481635,0.47297297297297297,0.06756756756756757,0.4594594594594595,74,positive
210,2015-03-17,0.3400989,0.27550554,0.4117647058823529,0.0784313725490196,0.49019607843137253,102,neutral
211,2015-02-24,0.19851519,0.041825004,0.3194444444444444,0.13194444444444445,0.5208333333333334,144,neutral
212,2015-02-20,0.19595675,0.14452422,0.3068181818181818,0.13636363636363635,0.5568181818181818,88,neutral
213,2015-01-30,0.21363355,0.046108965,0.3627450980392157,0.1568627450980392,0.46078431372549017,102,neutral
214,2015-01-30,0.6955494,0.93532825,0.7272727272727273,0.0,0.2727272727272727,22,positive
215,2015-01-30,0.48005354,0.6394516,0.5263157894736842,0.05263157894736842,0.42105263157894735,38,positive
216,2015-01-23,0.4021542,0.8787295,0.5308641975308642,0.13580246913580246,0.32098765432098764,81,positive
217,2015-01-08,0.47537935,0.7603853,0.6020408163265306,0.11224489795918367,0.2755102040816326,98,positive
218,2014-12-03,0.6309725,0.7984758,0.6976744186046512,0.0,0.3023255813953488,43,positive
219,2014-11-27,0.5707575,0.9006367,0.64,0.04,0.32,25,positive
220,2014-11-05,0.3480315,0.27081984,0.3469387755102041,0.030612244897959183,0.6224489795918368,98,neutral
221,2014-10-29,0.22722405,0.030983739,0.32926829268292684,0.0975609756097561,0.524390243902439,82,neutral
222,2014-10-20,0.33818334,0.22300822,0.40816326530612246,0.09183673469387756,0.5,98,neutral
223,2014-10-20,0.5274294,0.6377131,0.5714285714285714,0.04081632653061224,0.3877551020408163,49,positive
224,2014-09-30,0.48406592,0.8204707,0.576271186440678,0.0847457627118644,0.3389830508474576,59,positive
225,2014-09-25,0.39397973,0.23021261,0.4520547945205479,0.0410958904109589,0.5068493150684932,73,neutral
226,2014-09-24,0.4061695,0.16736196,0.3783783783783784,0.0,0.6216216216216216,37,neutral
227,2014-09-23,0.2198507,0.051673613,0.2896551724137931,0.07586206896551724,0.6206896551724138,145,neutral
228,2014-09-10,0.46619725,0.42568454,0.49333333333333335,0.013333333333333334,0.49333333333333335,75,neutral
229,2014-09-09,0.55022556,0.6521894,0.6060606060606061,0.0,0.3939393939393939,33,positive
230,2014-09-05,0.44149476,0.41939262,0.4883720930232558,0.023255813953488372,0.4883720930232558,129,neutral
231,2014-08-29,0.4661125,0.705118,0.5321100917431193,0.045871559633027525,0.42201834862385323,109,positive
232,2014-08-20,0.28807282,0.17668658,0.38144329896907214,0.08247422680412371,0.5360824742268041,97,neutral
233,2014-08-18,0.59508276,0.84292495,0.5555555555555556,0.0,0.4444444444444444,27,positive
234,2014-08-13,0.1156126,0.034169268,0.2631578947368421,0.14736842105263157,0.5789473684210527,95,neutral
235,2014-07-09,0.58443457,0.8513956,0.6086956521739131,0.043478260869565216,0.34782608695652173,46,positive
236,2014-07-01,0.29928902,0.10516258,0.323943661971831,0.04225352112676056,0.6197183098591549,71,neutral
237,2014-06-18,0.5497169,0.7703541,0.6071428571428571,0.07142857142857142,0.32142857142857145,28,positive
238,2014-05-28,0.36984843,0.25934708,0.45774647887323944,0.08450704225352113,0.45774647887323944,142,neutral
239,2014-05-19,0.23179479,0.1081048,0.30666666666666664,0.08,0.5866666666666667,75,neutral
240,2014-04-26,0.17768459,0.008823713,0.25925925925925924,0.09259259259259259,0.6296296296296297,108,neutral
241,2014-03-19,0.26153785,0.07473186,0.35294117647058826,0.09411764705882353,0.5411764705882353,85,neutral
242,2014-03-18,0.31729153,0.2681798,0.47692307692307695,0.16923076923076924,0.3384615384615385,65,positive
243,2014-03-11,0.20906866,0.12587589,0.30434782608695654,0.10144927536231885,0.5942028985507246,69,neutral
244,2014-02-28,0.26362517,0.087500885,0.35714285714285715,0.10714285714285714,0.5357142857142857,28,neutral
245,2014-02-21,0.3401447,0.23835605,0.4166666666666667,0.08333333333333333,0.4666666666666667,60,neutral
246,2014-02-18,0.23984818,0.06753878,0.3972602739726027,0.1506849315068493,0.4383561643835616,73,neutral
247,2014-01-29,0.18919955,0.09332702,0.3548387096774194,0.16129032258064516,0.4838709677419355,31,neutral
248,2014-01-09,0.32710624,0.31642824,0.46218487394957986,0.14285714285714285,0.3865546218487395,119,positive
249,2013-12-03,-0.03163357,0.007904904,0.17857142857142858,0.17857142857142858,0.6428571428571429,28,neutral
250,2013-12-03,0.30544117,0.115318134,0.3469387755102041,0.061224489795918366,0.5918367346938775,49,neutral
251,2013-11-29,0.25101647,0.023602773,0.28169014084507044,0.04225352112676056,0.6619718309859155,71,neutral
252,2013-10-25,0.2572246,0.023440115,0.27184466019417475,0.009708737864077669,0.7087378640776699,103,neutral
253,2013-10-09,0.40157256,0.20652325,0.4383561643835616,0.0273972602739726,0.5342465753424658,73,neutral
254,2013-09-24,0.18834475,0.014882542,0.2087912087912088,0.03296703296703297,0.7582417582417582,182,neutral
255,2013-08-27,0.4740588,0.33947563,0.42105263157894735,0.0,0.5789473684210527,19,neutral
256,2013-07-25,0.39241743,0.20669429,0.4666666666666667,0.044444444444444446,0.4888888888888889,45,neutral
257,2013-07-19,0.3750153,0.2406396,0.4117647058823529,0.029411764705882353,0.5441176470588235,68,neutral
258,2013-07-17,0.27435902,0.09081166,0.29896907216494845,0.030927835051546393,0.6701030927835051,97,neutral
259,2013-07-16,0.552504,0.8779499,0.5967741935483871,0.04838709677419355,0.3548387096774194,62,positive
260,2013-07-08,0.5712021,0.64093786,0.5952380952380952,0.0,0.40476190476190477,42,positive
261,2013-07-03,0.36552542,0.32378316,0.43119266055045874,0.09174311926605505,0.47706422018348627,109,neutral
262,2013-07-01,0.24495108,0.22764447,0.0,0.0,1.0,17,neutral
263,2013-06-26,0.3566564,0.030041326,0.4142857142857143,0.02857142857142857,0.5571428571428572,70,neutral
264,2013-06-10,0.3514902,0.2889069,0.4,0.07142857142857142,0.5142857142857142,70,neutral
265,2013-03-22,0.523746,0.81698906,0.6122448979591837,0.061224489795918366,0.32653061224489793,98,positive
266,2013-03-20,0.36197576,0.29116678,0.40860215053763443,0.03225806451612903,0.5483870967741935,93,neutral
267,2013-03-18,0.35990742,0.27222145,0.3142857142857143,0.0,0.6857142857142857,35,neutral
268,2013-03-12,0.42313692,0.48556194,0.4931506849315068,0.0547945205479452,0.4246575342465753,73,positive
269,2013-02-13,0.2750228,0.051547,0.32142857142857145,0.07142857142857142,0.6071428571428571,28,neutral
270,2013-01-18,0.4137121,0.14621839,0.47619047619047616,0.06349206349206349,0.4603174603174603,63,positive
271,2013-01-03,0.28176993,0.14990267,0.4205607476635514,0.17757009345794392,0.40186915887850466,107,positive
272,2012-12-05,0.2889552,0.119901836,0.3409090909090909,0.045454545454545456,0.6136363636363636,44,neutral
273,2012-12-04,0.38734242,0.22508039,0.43859649122807015,0.05263157894736842,0.5087719298245614,57,neutral
274,2012-11-27,0.06274874,0.0077679143,0.1511627906976744,0.13953488372093023,0.7093023255813954,86,neutral
275,2012-10-30,0.15272932,0.029109526,0.21951219512195122,0.0975609756097561,0.6707317073170732,82,neutral
