speech_id,date,title,sentence_ix,text,p_neg,p_neu,p_pos,tok_len,tone,label
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,15,"Likewise, non-food inflation also fell in 2019 due largely to easing energy prices.",0.7715917,0.0,0.22840826,19,-0.54318345,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,16,The pursuit of prudent and well-calibrated monetary policy by the BSP continues to support favorable inflation dynamics in the country.,0.76947033,0.0,0.23052965,30,-0.53894067,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,17,"In 2019, as a pre-emptive move against the risks associated with lingering sluggish global growth, the Monetary Board (MB) decided to reduce the policy rate by 25 bps in May, August, and September 2019, respectively.",0.7909158,0.0,0.20908423,51,-0.5818316,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,18,"And in its most recent monetary policy stance meeting on 6 February 2020, the MB cut the policy rate by another 25bps.",0.7587275,0.0,0.24127248,28,-0.517455,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,19,"The Board was of the view that a tame inflation environment, there is a room for a further preemptive reduction in the policy rate to support market confidence.",0.75217843,0.0,0.24782157,34,-0.50435686,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,20,The MB noted the possible adverse impact of the spread of the 2019 novel coronavirus on global market sentiment as well as on domestic economic activity in the coming months.,0.74753493,0.0,0.25246507,34,-0.49506986,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,21,"Latest baseline forecasts indicate a target-consistent path of inflation for 2020 and 2021, with average inflation remaining within the target range of 3.0 percent ± 1.0 percentage point.",0.7581529,0.0,0.2418471,39,-0.5163058,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,22,The balance of risks to the inflation outlook continue to tilt slightly toward the downside in 2020 and in 2021.,0.76270884,0.0,0.2372912,24,-0.5254176,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,23,Forecasts by other institutions generally convey similar expectations.,0.71957844,0.0,0.28042156,12,-0.4391569,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,24,"Capital Economics forecasts 2.8 percent inflation for 2020; Oxford Economics, 2.9 percent; Asian Development Bank, 3.0 percent; and IMF, 2.6 percent.",0.7900457,0.0,0.20995428,40,-0.5800914,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,25,We have also seen continued improvement in the growth of both domestic liquidity and credit activities in line with the needs of the economy.,0.76085174,0.0,0.23914824,28,-0.5217035,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,26,"Latest data show that domestic liquidity (M3) expanded by 11.4 percent year-on-year to about ₱13.0 trillion in December 2019, faster than the 9.8-percent growth in November.",0.76747644,0.0,0.23252359,46,-0.5349529,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,27,Demand for credit remained the principal driver of money supply growth.,0.74339867,0.0,0.25660136,14,-0.4867973,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,28,"On the other hand, preliminary data show that outstanding loans of universal and commercial banks, net of reverse repurchase (RRP) placements with the BSP, grew by 10.9 percent in December, faster than the 10.1-percent expansion in the previous month.",0.7894963,0.0,0.21050367,59,-0.5789926,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,29,"Loans for production activities--which comprised 87.4 percent of banks' aggregate loan portfolio, net of RRPs--expanded at a rate of 9.1 percent in December, higher than the reported growth in November at 8.1 percent.",0.76384676,0.0,0.23615319,52,-0.52769357,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,30,"These loans continued to be driven by lending to key sectors such as real estate activities; financial and insurance activities; electricity, gas, steam and air conditioning supply; construction; and information and communication.",0.7873684,0.0,0.2126316,41,-0.57473683,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,31,Loans for household consumption increased due to faster growth in credit card and salary-based consumption loans during the month.,0.76643324,0.0,0.23356676,24,-0.5328665,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,32,The series of reduction in both policy rates and reserve requirement ratios of banks since last year are anticipated to support both credit conditions and overall economic activity moving forward.,0.77330273,0.0,0.22669728,33,-0.54660547,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,33,"Meanwhile, Philippine banks remain robust, well-capitalized, and sound.",0.7653743,0.0,0.23462565,17,-0.53074867,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,34,"The banks' capital adequacy ratios, both on a solo and consolidated bases, continue to be well above the standards set by the Bank for International Settlements (BIS) of 8 percent, as well as the BSP""s standard of 10 percent.",0.7595509,0.0,0.2404491,54,-0.51910186,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,35,The quality of lending continues to improve.,0.7550185,0.0,0.24498148,10,-0.510037,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,36,The gross non-performing loans (GNPL) and non-performing assets (NPA) ratios of Philippine universal and commercial banks (UKBs) have been falling since the early 2000s.,0.7473346,0.0,0.25266543,41,-0.49466917,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,37,"The sustained health and soundness of the country's financial sector have been supported by the continuing financial reform agenda of the BSP in the areas of banking supervision, financial inclusion, cybersecurity and technology risk management, anti-money laundering, counter-terrorist financing, and capital market development.",0.7519309,0.0,0.24806908,62,-0.5038618,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,38,The country's external payments position also continues to provide buffers particularly amid the recently recorded surpluses in the balance of payments position along with a lower current account deficit for the first three quarters of 2019.,0.7892789,0.0,0.21072109,43,-0.57855785,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,39,"We expect this trend to continue on the back of the continued bright prospects of the domestic economy, implementation of major infrastructure projects, and improved global perception of the Philippines as an investment destination.",0.80147505,0.0,0.198525,39,-0.60295004,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,40,"While the current account is expected to post a deficit over the medium term, it remains manageable and financeable.",0.7805221,0.0,0.21947794,25,-0.56104416,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,41,The domestic economy continues to have a steady and stable structural sources of foreign exchange inflows that are more than enough to finance the country's foreign exchange requirements without resorting to excessive foreign borrowing.,0.75200486,0.0,0.24799518,42,-0.50400966,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,42,"The stable structural foreign exchange inflows from overseas Filipino (OF) remittances, tourism and IT-BPO receipts continue to buoy the external sector.",0.7645779,0.0,0.23542204,36,-0.52915585,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,43,"Foreign direct investments or (FDI) for the first eleven months of 2019 reached US$6.4 billion, inching closer to the full-year projection of US$6.8 billion.",0.7482198,0.0,0.25178015,42,-0.49643964,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,44,"We expect FDI to continue to slowdown due to mounting uncertainties in the global environment which continue to dampen investor sentiment, both externally and domestically.",0.76098114,0.0,0.23901887,33,-0.5219623,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,45,FX inflows from OF remittances as well as BPO earnings continue to contribute significantly to the country's GIR.,0.76780385,0.0,0.23219615,30,-0.5356077,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,46,Cash remittances reached US$30.1 billion in 2019 while BPO revenues were recorded at US$16.4 billion for the first three quarters of 2019.,0.7740976,0.0,0.22590233,37,-0.5481953,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,47,"Preliminary data as of end-January 2020 shows that the country's gross international reserves (GIR) stood at US$86.4 billion, which provides an ample external liquidity buffer that is equivalent to 7.6 months' worth of imports of goods and services and payment of primary income.",0.7540172,0.0,0.2459828,62,-0.50803435,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,48,This is way above the traditional 3 month-import cover.,0.7506669,0.0,0.24933314,14,-0.5013338,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,49,"We will continue to monitor recent developments that could pose as risks to these inflows (tourism, remittances, exports), such as the lingering weak external demand, the impact of Corona virus outbreak in China and the continued uncertainty surrounding the trade deal between the US and China, among others.",0.7819153,0.0,0.21808471,63,-0.5638306,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,50,The sustained build-up of the country's foreign exchange reserves continues to lend strong support for the stability of the Philippine peso.,0.7618951,0.0,0.23810485,29,-0.52379024,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,51,The current movement of the peso reflects a confluence of factors from both the external and domestic environment.,0.75875074,0.0,0.24124926,22,-0.5175015,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,52,We continue to adopt a market-determined exchange rate which allows the value of the Philippine peso to move along with the demand for and supply of foreign exchange in the economy.,0.7854287,0.0,0.21457124,37,-0.57085747,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,53,"Nevertheless, the we are ready to act to prevent excessive peso volatility and overshooting due to speculative activities.",0.75993747,0.0,0.24006249,27,-0.519875,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,54,"Fitch Ratings recent revision of the Philippine's outlook from stable to positive, R&I's upgrade of the Philippines' credit rating from ""BBB"" to ""BBB+"", the BSP's decision to cut policy rates by 25 bps as well as reports of an all-time high remittances and tourism in the Philippines in 2019 provided a calm ground for country's financial markets..",0.7559774,0.0,0.2440226,88,-0.5119548,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,55,"The equities market continues to perform strongly in the second month of 2020 as the PSEi continued to trade above the 7,100 benchmark, hitting a peak of 7,507.20 index pts.",0.75831807,0.0,0.24168193,45,-0.51663613,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,56,"on 11 February before closing at 7,413.0 pts on 20 February 2020.",0.77130836,0.0,0.22869158,20,-0.5426168,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,57,"Meanwhile, the bond market, as of 19 February 2020, the Emerging Market Bond Index Global (EMBIG) Philippines spread, stood narrower at 68 bps from the end-January level of 83 bps.",0.782706,0.0,0.21729402,45,-0.565412,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,58,"Similarly, the country's 5-year sovereign credit default swap (CDS) spread decreased to 34 bps from the end-January level of 42 bps.",0.79050213,0.0,0.20949782,35,-0.5810043,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,59,"Against other neighboring economies, the Philippine CDS traded the same with Malaysia's 34-bps spread, and narrower than Indonesia's 58-bps spread, but wider than Thailand's and Korea's 26-bps and 22-bps, respectively.",0.7520522,0.0,0.24794778,57,-0.5041044,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,60,"Overall, these numbers demonstrate investors' confidence in the country's creditworthiness.",0.76049465,0.0,0.23950538,19,-0.5209893,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,61,"Portfolio flows to emerging markets (EMs) continued their recovery, supported by monetary easing by major central banks and a US-China phase one trade deal.1 However, BSP-registered foreign portfolio investments continued to yield net outflows due to: continuing geopolitical tensions between the US and Iran; (ii) ongoing trade negotiations between the US and China; (iii) renegotiation of the contracts of the country's water concessionaires; and (iv) investor concerns on the spread of the novel coronavirus originating from Wuhan, China.",0.75543547,0.0,0.24456455,116,-0.51087093,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,62,The favorable external debt profile of the country serves as cushions against external shocks.,0.7564965,0.0,0.2435035,17,-0.512993,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,63,The country's external debt metrics exhibited a significant improvement as the country's external debt-to-GDP ratio settled at 23.7 percent as of end-September 2019 compared to about 60.0 percent in the mid-2000s.,0.79013693,0.0,0.20986307,51,-0.58027387,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,64,"Given that the bulk of the country's external debt remains in medium and long-term maturity profile and are fixed interest rate bearing, debt repayment schedule is more manageable and financially viable.",0.7653915,0.0,0.23460843,41,-0.5307831,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,65,"Ladies and gentlemen, the best is yet to come for the Philippine economy.",0.7648078,0.0,0.23519213,17,-0.5296157,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,66,Prospects for the economy in the near and medium-term continue to be bright.,0.7606195,0.0,0.23938048,18,-0.52123904,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,67,"Robust monetary, financial and external sectors are expected to continue to lend support to the country's growth despite external threats and domestic challenges.",0.79529583,0.0,0.20470415,29,-0.59059167,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,68,"External risks to the country's growth and inflation outlook in 2020 and over the medium-term include: the threat of a synchronized global economic slowdown; retreat to multilateralism; rising geopolitical tensions, notably between the US and Iran; adoption of protectionist policies in major economies (still high trade barriers between US and China, Brexit, etc.",0.75609434,0.0,0.24390566,76,-0.5121887,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,69,"); and the recent coronavirus outbreak which has been declared as ""global health emergency"" by the World Health Organization (WHO).",0.76054126,0.0,0.23945875,29,-0.5210825,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,70,"In the domestic front, the failure to enhance disaster resilience amid increased intensity and frequency of natural hazards and the failure deliver the planned Build.",0.7773669,0.0,0.22263312,31,-0.55473375,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,71,Build projects are among the key challenges that are on our radar screen.,0.7513461,0.0,0.24865392,16,-0.5026922,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,72,"In the greater scheme of things, where does the BSP enter in the picture?",0.7979757,0.0,0.20202428,19,-0.59595144,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,73,What are the BSP's policy thrusts to contribute in the collective goal of ensuring that the Philippine economy stays on track - sustaining the growth and inflation dynamics - in 2020 and beyond?,0.7597445,0.0,0.24025545,39,-0.51948905,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,74,The answer is simple.,0.7708913,0.0,0.22910865,7,-0.5417827,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,75,The BSP will continue to pursue necessary policy measures and structural reforms to ensure that it will be able to deliver on its mandates.,0.7670778,0.0,0.23292218,28,-0.5341556,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,76,"That is, to promote and maintain price stability, a strong financial system, and a safe and efficient payments and settlements system conducive to a sustainable and inclusive growth of the economy.",0.79860413,0.0,0.20139593,40,-0.5972082,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,77,And with the passage of Republic Act No.,0.7271735,0.0,0.2728265,11,-0.454347,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,78,"11211, or the 'New Central Bank Act' last year, you can be assured that we will remain steadfast to its expanded mandates.",0.7553065,0.0,0.24469352,32,-0.51061296,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,79,We will ensure the implementation the reforms provided in the Act to improve BSP's corporate viability and to align its operations with global best practices in central banking.,0.7523455,0.0,0.24765447,35,-0.504691,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,80,"For instance, the restoration of the central bank's authority to issue its own debt papers too, has provided the BSP an additional policy instrument at its disposal.",0.784302,0.0,0.21569797,35,-0.568604,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,81,The BSP is already in the final stage of crafting the policy framework for its debt securities issuances which is scheduled to begin in the third quarter of the year.,0.7828048,0.0,0.21719518,37,-0.5656096,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,82,"In addition, the restoration of the BSP's authority to obtain data from any private person or entity, from the public and private sectors, for policymaking purposes establishes a stronger prudential regulatory framework which helps promote a safe and sound financial system The amendment likewise empowers further the BSP to oversee the country's payment and settlement systems (PSS) including critical financial market infrastructures that are vital components of the Payments and Settlement Systems.",0.7448366,0.0,0.2551634,93,-0.48967323,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,83,"Looking ahead, the BSP will continue to pursue the achievement of its mandates and objectives particularly in the advent of the ""fourth industrial revolution"".",0.7993714,0.0,0.20062858,31,-0.59874284,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,84,"Our goal is to continue to leverage on emerging digital innovations -use of blockchain technology, fintech, mobile payments, and digital currencies, among others- to promote a more efficient and inclusive financial system.",0.7890412,0.0,0.21095884,46,-0.5780824,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,85,"We want to foster an enabling ecosystem, bound by parameters set by BSP as a financial regulator, where responsible innovations are encouraged to thrive and expand.",0.7905109,0.0,0.20948914,32,-0.5810218,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,86,"In doing so, we also engage other central banks who are keen on pursuing similar policies.",0.7503656,0.0,0.24963441,20,-0.5007312,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,87,"Recently, on February 3, 2020, the BSP signed a Memorandum of Understanding (MoU) with the Bank of Indonesia on cooperation in the area of payment systems and digital financial innovation.",0.7710336,0.0,0.22896646,40,-0.5420671,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,88,"The MOU aims to provide a framework for closer cooperation between the two central banks to achieve a more secure, efficient, and reliable payment system, and to promote digital financial innovation.",0.7376004,0.0,0.26239964,38,-0.47520074,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,89,"The BSP believes that promoting safe, innovative and affordable financial products and services through digitalization promotes greater financial inclusion.",0.7511842,0.0,0.24881582,25,-0.5023684,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,90,"In turn, this will enhance economic growth as millions of Filipinos will now have access to various online financial products and services.",0.7524477,0.0,0.24755226,27,-0.50489545,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,91,"In closing, let me leave you with some key take-aways.",0.75432456,0.0,0.24567543,17,-0.5086491,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,92,The Philippine economy in 2020 is expected to sustain its strong growth - stable inflation dynamics that it has been posting in recent decade.,0.7871075,0.0,0.21289246,27,-0.57421505,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,93,The domestic economy has sufficient buffers from possible external shocks that may arise from recent global uncertainties.,0.76906675,0.0,0.23093328,22,-0.5381335,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,94,"Robust monetary, financial, and external sectors are expected to continue to support economic growth in 2020 and over the medium term.",0.7982974,0.0,0.20170265,26,-0.59659475,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,95,"The BSP is committed to promote and maintain price stability, a stable financial system, and a safe and efficient payments and settlements system conducive to a strong sustainable and inclusive growth of the economy.",0.7898948,0.0,0.2101052,43,-0.57978964,negative
1,2020-02-28,Finding Opportunities in a Borderless World,0,"To the officers and members of the Fund Management Association of the Philippines (FMAP) led by President Noel Reyes and Convention Committee Chairperson Cristina Arceo, congratulations on your 13th annual convention.",0.74570197,0.0,0.25429806,39,-0.4914039,negative
1,2020-02-28,Finding Opportunities in a Borderless World,1,I am grateful to FMAP for inviting me to this event.,0.74350333,0.0,0.2564967,15,-0.48700663,negative
1,2020-02-28,Finding Opportunities in a Borderless World,2,This gives me an opportunity to address a group whose general mission is not too far from what we at BSP pursue--to help uplift the people's economic well-being through the professional and ethical practice of fund management.,0.7614266,0.0,0.23857342,49,-0.5228532,negative
1,2020-02-28,Finding Opportunities in a Borderless World,3,"This year's theme, ""Anticipating Investor's Needs in the New Decade Under a Borderless World"" speaks of FMAP's pursuit of advancing the field of fund management in this era of interconnectedness, while keeping investors' needs and safety of paramount importance.",0.7437089,0.0,0.25629112,57,-0.4874178,negative
1,2020-02-28,Finding Opportunities in a Borderless World,4,"Today, I will provide you some recent economic and financial market developments as well as the BSP's corresponding initiatives in promoting monetary and financial stability and an efficient payment system.",0.7726432,0.0,0.22735679,37,-0.5452864,negative
1,2020-02-28,Finding Opportunities in a Borderless World,5,"We hope that the FMAP, as an esteemed organization of fund managers, can take advantage of the opportunities these developments offer as we all progress towards what you call a ""borderless world.""",0.76769537,0.0,0.23230462,42,-0.53539073,negative
1,2020-02-28,Finding Opportunities in a Borderless World,6,"As we embark on a new decade, let's look at where we are now.",0.7970029,0.0,0.20299707,20,-0.5940058,negative
1,2020-02-28,Finding Opportunities in a Borderless World,7,"Resilient economy Amid global uncertainties, the Philippine economy remains strong and in fact has been experiencing uninterrupted positive growth for more than two decades.",0.75450385,0.0,0.24549611,35,-0.50900775,negative
1,2020-02-28,Finding Opportunities in a Borderless World,8,"Gross Domestic Product (GDP) posted a year-on-year growth of 6.4 percent in Q4 2019, resulting in the 5.9 percent full-year growth for 2019.",0.77908736,0.0,0.22091268,40,-0.55817467,negative
1,2020-02-28,Finding Opportunities in a Borderless World,9,The fourth quarter growth is primarily driven by the catch-up spending of the government and robust household consumption.,0.7552146,0.0,0.24478538,23,-0.5104292,negative
1,2020-02-28,Finding Opportunities in a Borderless World,10,"On the production side, GDP growth was supported by a resilient services sector.",0.7516646,0.0,0.24833545,19,-0.50332916,negative
1,2020-02-28,Finding Opportunities in a Borderless World,11,This underscores the Philippines' place as one of the most resilient and fastest growing economies in the region.,0.7601907,0.0,0.2398093,26,-0.52038145,negative
1,2020-02-28,Finding Opportunities in a Borderless World,12,Positive forecasts for the domestic economy continue to remain firm over the medium term.,0.76405454,0.0,0.23594548,18,-0.5281091,negative
1,2020-02-28,Finding Opportunities in a Borderless World,13,Private consumption is expected to remain buoyant.,0.76193106,0.0,0.2380689,12,-0.5238622,negative
1,2020-02-28,Finding Opportunities in a Borderless World,14,Private capital formation is likewise expected to be robust while public construction will remain solid as the government's BBB program accelerates.,0.7977711,0.0,0.2022289,28,-0.5955422,negative
1,2020-02-28,Finding Opportunities in a Borderless World,15,"At the same time, we are closely monitoring the potential impact of a slowdown in global economic growth due to trade uncertainties, rising geopolitical tensions, the worsening climate-related disasters such as bushfires, typhoons, and flooding across the world and the fast spreading coronavirus on domestic economic activity.",0.79585767,0.0,0.20414236,65,-0.59171534,negative
1,2020-02-28,Finding Opportunities in a Borderless World,16,"Effective monetary policy In 2019, inflation averaged 2.5%, a sharp drop from 5.2% average in 2018.",0.7647154,0.0,0.2352846,27,-0.52943075,negative
